metro,year,median,top,bottom,median-YoY,top-YoY,top-YoY
"New York, NY",8/31/12,335900,588800,204200,-0.027222705,-0.004901132,-0.057248384
"New York, NY",9/30/12,335700,589400,203800,-0.024694945,-0.003887105,-0.052533705
"New York, NY",10/31/12,335800,590200,203200,-0.02042007,-0.001860308,-0.047797563
"New York, NY",11/30/12,336100,591200,202800,-0.014080375,0.001694341,-0.041587902
"New York, NY",12/31/12,336500,592200,202800,-0.00854449,0.005774457,-0.035204567
"New York, NY",1/31/13,337100,593100,202800,-0.002957705,0.009703779,-0.029665072
"New York, NY",2/28/13,338100,594500,202700,0.003561888,0.014505119,-0.023603083
"New York, NY",3/31/13,339400,596800,202600,0.00921796,0.019125683,-0.01983551
"New York, NY",4/30/13,340600,599400,202600,0.013087448,0.022866894,-0.017458778
"New York, NY",5/31/13,341600,601400,203000,0.015457788,0.024880709,-0.012645914
"New York, NY",6/30/13,342700,603300,203800,0.018424963,0.026718856,-0.005368472
"New York, NY",7/31/13,344400,606000,205000,0.023781213,0.029911625,0.001955034
"New York, NY",8/31/13,346200,609000,206100,0.030663888,0.034307065,0.009304603
"New York, NY",9/30/13,347500,611400,207000,0.035150432,0.037326094,0.015701668
"New York, NY",10/31/13,348500,613600,207800,0.037820131,0.039647577,0.022637795
"New York, NY",11/30/13,349800,616300,208700,0.040761678,0.042456022,0.029092702
"New York, NY",12/31/13,351300,619600,209200,0.043982169,0.046268153,0.031558185
"New York, NY",1/31/14,352500,622500,209400,0.045683773,0.049570056,0.032544379
"New York, NY",2/28/14,353100,624300,209900,0.044365572,0.050126156,0.035520474
"New York, NY",3/31/14,353400,625800,210600,0.041249263,0.048592493,0.039486673
"New York, NY",4/30/14,354100,628400,211300,0.039635937,0.048381715,0.042941757
"New York, NY",5/31/14,355100,631200,211800,0.039519906,0.049551048,0.043349754
"New York, NY",6/30/14,355800,633300,212400,0.038225854,0.049726504,0.042198234
"New York, NY",7/31/14,356500,635300,213200,0.035133566,0.048349835,0.04
"New York, NY",8/31/14,357600,638400,213800,0.032928943,0.048275862,0.037360505
"New York, NY",9/30/14,358700,641400,214300,0.032230216,0.049067713,0.0352657
"New York, NY",10/31/14,359700,643900,214800,0.032137733,0.049380704,0.033686237
"New York, NY",11/30/14,360500,646300,215200,0.030588908,0.048677592,0.031145184
"New York, NY",12/31/14,360900,648600,215600,0.027327071,0.04680439,0.030592734
"New York, NY",1/31/15,361300,650900,216200,0.024964539,0.04562249,0.032473734
"New York, NY",2/28/15,361900,653300,216600,0.024922118,0.046452026,0.031919962
"New York, NY",3/31/15,362700,655300,216700,0.026315789,0.047139661,0.028964862
"New York, NY",4/30/15,363500,656900,216900,0.026546173,0.045353278,0.026502603
"New York, NY",5/31/15,364300,658700,217200,0.025908195,0.043567807,0.025495751
"New York, NY",6/30/15,365100,661100,217400,0.02613828,0.043897047,0.02354049
"New York, NY",7/31/15,366200,664100,217600,0.027208976,0.045332914,0.020637899
"New York, NY",8/31/15,368000,667300,218000,0.029082774,0.045269424,0.019644528
"New York, NY",9/30/15,369800,670100,218600,0.030945079,0.044745868,0.020065329
"New York, NY",10/31/15,371300,672300,219200,0.032249096,0.044106228,0.020484171
"New York, NY",11/30/15,372400,673400,219400,0.033009709,0.041930992,0.019516729
"New York, NY",12/31/15,373200,674400,219300,0.034081463,0.039777983,0.01716141
"New York, NY",1/31/16,374100,675900,219400,0.035427622,0.038408358,0.01480111
"New York, NY",2/29/16,375100,677900,219700,0.036474164,0.037654982,0.014312096
"New York, NY",3/31/16,376200,679900,220100,0.037220844,0.037540058,0.015689894
"New York, NY",4/30/16,377500,681700,220800,0.038514443,0.037753083,0.017980636
"New York, NY",5/31/16,378600,683100,221800,0.039253363,0.03704266,0.021178637
"New York, NY",6/30/16,379500,684100,222600,0.039441249,0.034790501,0.023919043
"New York, NY",7/31/16,380700,685500,223500,0.039595849,0.032224063,0.027113971
"New York, NY",8/31/16,382400,687700,224000,0.039130435,0.030570958,0.027522936
"New York, NY",9/30/16,383600,689700,224000,0.037317469,0.029249366,0.024702653
"New York, NY",10/31/16,384400,691700,223900,0.035281444,0.028856165,0.021441606
"New York, NY",11/30/16,385700,694700,224800,0.035714286,0.031630532,0.02461258
"New York, NY",12/31/16,388100,698700,226000,0.039924973,0.036032028,0.030551756
"New York, NY",1/31/17,390000,701800,226900,0.042502005,0.038319278,0.034184139
"New York, NY",2/28/17,391400,703900,227900,0.043455079,0.038353739,0.037323623
"New York, NY",3/31/17,393400,706900,229600,0.045720362,0.039711722,0.043162199
"New York, NY",4/30/17,396400,711400,231900,0.050066225,0.043567552,0.050271739
"New York, NY",5/31/17,399900,716700,234500,0.056259905,0.049187527,0.057258792
"New York, NY",6/30/17,403600,721900,236900,0.063504611,0.05525508,0.064240791
"New York, NY",7/31/17,406800,726400,239000,0.06855792,0.059664478,0.06935123
"New York, NY",8/31/17,409000,729900,241000,0.069560669,0.061363967,0.075892857
"New York, NY",9/30/17,410700,733600,242800,0.070646507,0.063650863,0.083928571
"New York, NY",10/31/17,412600,736400,244300,0.073361082,0.064623392,0.091112104
"New York, NY",11/30/17,414300,737500,246000,0.074150894,0.061609328,0.09430605
"New York, NY",12/31/17,415700,738200,247600,0.071115692,0.056533562,0.095575221
"New York, NY",1/31/18,417900,741000,249300,0.071538462,0.055856369,0.098721904
"New York, NY",2/28/18,420500,744600,251000,0.074348493,0.057820713,0.101360246
"New York, NY",3/31/18,422900,747800,252400,0.07498729,0.057858254,0.099303136
"New York, NY",4/30/18,424900,750400,253200,0.071897074,0.054821479,0.091849935
"New York, NY",5/31/18,426600,752700,253700,0.066766692,0.050230222,0.081876333
"New York, NY",6/30/18,427900,754400,254200,0.060208127,0.045020086,0.073026593
"New York, NY",7/31/18,428900,755000,255100,0.05432645,0.039372247,0.067364017
"New York, NY",8/31/18,429900,754500,256100,0.051100244,0.033703247,0.062655602
"New York, NY",9/30/18,431600,755200,258100,0.050888727,0.029443839,0.063014827
"New York, NY",10/31/18,434000,757200,260700,0.051866214,0.028245519,0.067130577
"New York, NY",11/30/18,436300,758600,262800,0.053101617,0.028610169,0.068292683
"New York, NY",12/31/18,437800,758500,264400,0.053163339,0.027499323,0.067851373
"New York, NY",1/31/19,439300,758200,266500,0.051208423,0.023211876,0.068993181
"New York, NY",2/28/19,441200,759700,268800,0.049227111,0.020279345,0.070916335
"New York, NY",3/31/19,442500,761400,270200,0.046346654,0.018186681,0.070522979
"New York, NY",4/30/19,442500,760800,270500,0.041421511,0.013859275,0.068325434
"Los Angeles-Long Beach-Anaheim, CA",4/30/96,170300,289800,123500,,,
"Los Angeles-Long Beach-Anaheim, CA",5/31/96,170100,289800,123300,,,
"Los Angeles-Long Beach-Anaheim, CA",6/30/96,169900,289700,123000,,,
"Los Angeles-Long Beach-Anaheim, CA",7/31/96,169700,289700,122700,,,
"Los Angeles-Long Beach-Anaheim, CA",8/31/96,169600,289800,122400,,,
"Los Angeles-Long Beach-Anaheim, CA",9/30/96,169400,290000,122100,,,
"Los Angeles-Long Beach-Anaheim, CA",10/31/96,169300,290500,121900,,,
"Los Angeles-Long Beach-Anaheim, CA",11/30/96,169300,291200,121800,,,
"Los Angeles-Long Beach-Anaheim, CA",12/31/96,169600,292300,121900,,,
"Los Angeles-Long Beach-Anaheim, CA",1/31/97,170000,293600,122100,,,
"Los Angeles-Long Beach-Anaheim, CA",2/28/97,170300,294700,122200,,,
"Los Angeles-Long Beach-Anaheim, CA",3/31/97,170400,295600,122200,,,
"Los Angeles-Long Beach-Anaheim, CA",4/30/97,170400,296600,122100,0.000587199,0.023464458,-0.011336032
"Los Angeles-Long Beach-Anaheim, CA",5/31/97,170600,297900,122100,0.002939447,0.027950311,-0.00973236
"Los Angeles-Long Beach-Anaheim, CA",6/30/97,170900,299500,122100,0.005885815,0.033828098,-0.007317073
"Los Angeles-Long Beach-Anaheim, CA",7/31/97,171400,301500,122200,0.010017678,0.040731792,-0.00407498
"Los Angeles-Long Beach-Anaheim, CA",8/31/97,172000,303900,122400,0.014150943,0.048654244,0
"Los Angeles-Long Beach-Anaheim, CA",9/30/97,172900,306600,122800,0.020661157,0.057241379,0.005733006
"Los Angeles-Long Beach-Anaheim, CA",10/31/97,174000,309800,123400,0.02776137,0.066437177,0.012305168
"Los Angeles-Long Beach-Anaheim, CA",11/30/97,175500,313400,124200,0.036621382,0.076236264,0.019704433
"Los Angeles-Long Beach-Anaheim, CA",12/31/97,177400,317700,125300,0.045990566,0.086897024,0.027891715
"Los Angeles-Long Beach-Anaheim, CA",1/31/98,179600,322300,126600,0.056470588,0.097752044,0.036855037
